ID,From,FromID,To,ToID,Stage
781,germany/bayern3,2349888410,austria2,3998089296,toSortOffice
782,germany/nordrhein-westfalen1,8245605721,hungary2,6103445644,toSortOffice
783,poland/wielkopolskie1,4661572299,netherlands/drenthe|friesland|groningen1,8764904729,toSortOffice
784,poland/lubuskie1,2851788410,germany/brandenburg1,11006090101,toSortOffice
785,germany/niedersachsen2,5910458037,poland/slaskie1,2360458679,toSortOffice
786,germany/nordrhein-westfalen1,2715960341,poland/podkarpackie1,2288031181,toSortOffice
787,austria2,337788660,poland/slaskie1,1198223886,toSortOffice
788,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4581376862,czech-republic2,11232397819,toSortOffice
789,belgium2,3464095221,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,12214258425,toSortOffice
790,poland/dolnoslaskie1,3210634348,czech-republic1,2390361533,toSortOffice
791,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10866005411,germany/nordrhein-westfalen2,2473255392,toSortOffice
792,germany/bayern1,270360891,hungary1,3244406925,toSortOffice
793,poland/warminsko-mazurskie1,11117196360,germany/rheinland-pfalz|saarland2,9344608942,toSortOffice
794,austria4,337454223,germany/rheinland-pfalz|saarland1,5884798173,toSortOffice
795,switzerland|liechtenstein3,291432611,poland/opolskie1,1927453665,toSortOffice
796,germany/mecklenburg-vorpommern1,10552932809,germany/hamburg|schleswig-holstein1,247310690,toSortOffice
797,germany/nordrhein-westfalen1,293642366,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,10995266068,toSortOffice
798,austria4,5221704085,hungary1,10838682119,toSortOffice
799,slovakia1,29390170,hungary3,4403970725,toSortOffice
800,germany/hessen1,3426707052,germany/bayern1,722866665,toSortOffice
801,poland/podkarpackie1,1573901930,germany/rheinland-pfalz|saarland1,282668566,toSortOffice
802,poland/lubelskie1,10309473032,germany/sachsen2,3019733018,toSortOffice
803,hungary4,6261395235,poland/mazowieckie1,3225017426,toSortOffice
804,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44587511,austria4,269230677,toSortOffice
805,germany/bayern1,1138715968,hungary5,704468229,toSortOffice
806,germany/bayern2,2428414911,poland/wielkopolskie1,11066568076,toSortOffice
807,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,11218350382,poland/wielkopolskie1,2928925175,toSortOffice
808,switzerland|liechtenstein2,11347006413,germany/nordrhein-westfalen1,2156306275,toSortOffice
809,hungary5,7701779514,poland/mazowieckie1,1193851765,toSortOffice
810,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,2300854023,slovakia1,2503700424,toSortOffice
811,poland/slaskie1,4231878475,austria1,251783037,toSortOffice
812,hungary4,5702516744,belgium3,913849042,toSortOffice
813,germany/nordrhein-westfalen2,33777425,czech-republic1,3242760782,toSortOffice
814,hungary2,3124193683,belgium1,4272042600,toSortOffice
815,germany/sachsen-anhalt1,9951768661,germany/nordrhein-westfalen1,741417798,toSortOffice
816,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,831048039,poland/malopolskie1,11100325701,toSortOffice
817,germany/bayern3,580125472,germany/baden-wuerttemberg2,3064178852,toSortOffice
818,germany/bayern2,21609250,switzerland|liechtenstein2,10092800815,toSortOffice
819,poland/pomorskie1,3111436928,germany/nordrhein-westfalen1,333123747,toSortOffice
820,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10776112560,poland/mazowieckie1,3753354954,toSortOffice
821,germany/nordrhein-westfalen3,36261824,germany/thueringen1,2471504058,toSortOffice
822,germany/nordrhein-westfalen1,279456642,germany/mecklenburg-vorpommern1,1370796683,toSortOffice
823,hungary2,8237868265,germany/baden-wuerttemberg1,33079060,toSortOffice
824,poland/pomorskie1,500408056,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,3467889132,toSortOffice
825,belgium3,1297691931,poland/lodzkie1,1196597330,toSortOffice
826,germany/nordrhein-westfalen2,319947110,germany/hamburg|schleswig-holstein1,3158155251,toSortOffice
827,poland/mazowieckie1,2519189956,germany/baden-wuerttemberg1,9743771309,toSortOffice
828,germany/hessen1,59969335,poland/malopolskie1,9718753570,toSortOffice
829,germany/bayern2,1598360600,hungary5,3066925188,toSortOffice
830,belgium2,3464095221,germany/bayern1,959130789,toSortOffice
831,germany/brandenburg1,32560221,germany/sachsen2,1707562872,toSortOffice
832,germany/brandenburg1,819752587,austria3,356667179,toSortOffice
833,poland/mazowieckie1,1121389471,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42078151,toSortOffice
834,austria5,1502968578,slovakia1,7685877703,toSortOffice
835,hungary3,2064915440,germany/rheinland-pfalz|saarland2,7658514286,toSortOffice
836,slovakia2,9443045186,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,4226106059,toSortOffice
837,germany/baden-wuerttemberg1,3156420311,germany/niedersachsen3,1412349813,toSortOffice
838,belgium1,617377590,germany/sachsen3,829492223,toSortOffice
839,germany/baden-wuerttemberg1,1460586890,belgium3,8248740275,toSortOffice
840,germany/hessen1,2880251409,germany/bayern2,687013211,toSortOffice
841,germany/baden-wuerttemberg2,11212041411,poland/pomorskie1,12101988831,toSortOffice
842,switzerland|liechtenstein2,11165950885,germany/hessen2,388217065,toSortOffice
843,germany/hamburg|schleswig-holstein1,5421282802,germany/nordrhein-westfalen1,2899251768,toSortOffice
844,germany/bayern1,2247269048,switzerland|liechtenstein2,1585413549,toSortOffice
845,belgium2,3464095221,germany/nordrhein-westfalen3,433720645,toSortOffice
846,slovakia3,10593926282,switzerland|liechtenstein2,6466970089,toSortOffice
847,poland/pomorskie1,9484618238,germany/nordrhein-westfalen2,569266133,toSortOffice
848,germany/nordrhein-westfalen2,10836846271,germany/sachsen-anhalt1,1288219308,toSortOffice
849,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,3670687717,germany/nordrhein-westfalen3,6051752296,toSortOffice
850,germany/rheinland-pfalz|saarland1,5579183755,slovakia3,2044697535,toSortOffice
851,germany/hessen2,3579024459,germany/hamburg|schleswig-holstein1,3846391793,toSortOffice
852,poland/kujawsko-pomorskie1,3465866393,germany/nordrhein-westfalen2,96590364,toSortOffice
853,germany/nordrhein-westfalen1,2241892359,germany/baden-wuerttemberg1,5411802094,toSortOffice
854,poland/mazowieckie1,4454846222,poland/lubuskie1,1241040009,toSortOffice
855,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,9924800178,belgium3,12154300440,toSortOffice
856,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,2075141037,poland/slaskie1,259977823,toSortOffice
857,germany/baden-wuerttemberg2,678856112,germany/baden-wuerttemberg2,73588009,toSortOffice
858,germany/niedersachsen1,1167796927,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44768796,toSortOffice
859,germany/hamburg|schleswig-holstein1,286853585,germany/baden-wuerttemberg1,30487050,toSortOffice
860,germany/sachsen2,254827239,germany/hamburg|schleswig-holstein1,267964233,toSortOffice
861,germany/nordrhein-westfalen1,9238622297,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,45442104,toSortOffice
862,germany/hessen1,5223815684,poland/slaskie1,1652778617,toSortOffice
863,belgium3,1297691931,hungary1,4265640006,toSortOffice
864,austria4,366364675,poland/zachodniopomorskie1,257371824,toSortOffice
865,germany/nordrhein-westfalen3,1342339475,poland/podlaskie1,1930878325,toSortOffice
866,switzerland|liechtenstein3,3121917956,poland/mazowieckie1,11526500598,toSortOffice
867,austria2,6957289490,austria3,2810307695,toSortOffice
868,germany/niedersachsen1,8380192414,switzerland|liechtenstein1,8721256253,toSortOffice
869,belgium3,1297691931,germany/nordrhein-westfalen1,1583573729,toSortOffice
870,germany/niedersachsen3,3610711774,poland/mazowieckie1,5313928222,toSortOffice
871,czech-republic3,296004035,belgium2,76472190,toSortOffice
872,germany/niedersachsen3,9074887898,germany/rheinland-pfalz|saarland1,1708398150,toSortOffice
873,germany/baden-wuerttemberg1,2632274073,poland/lubuskie1,4469400892,toSortOffice
874,netherlands/drenthe|friesland|groningen1,1333452197,slovakia1,10251037329,toSortOffice
875,germany/niedersachsen1,268967831,belgium1,8599119034,toSortOffice
876,germany/niedersachsen1,1679513318,poland/warminsko-mazurskie1,1585001737,toSortOffice
877,germany/sachsen-anhalt1,247098628,belgium1,3022767629,toSortOffice
878,poland/lodzkie1,9720426295,germany/sachsen2,4041143058,toSortOffice
879,poland/kujawsko-pomorskie1,1210927784,czech-republic4,8007032194,toSortOffice
880,poland/mazowieckie1,3609945005,poland/lubuskie1,11186708545,toSortOffice
881,poland/pomorskie1,9834122079,germany/bayern2,318427695,toSortOffice
882,poland/malopolskie1,8419401421,germany/baden-wuerttemberg2,266912304,toSortOffice
883,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1733153863,poland/mazowieckie1,10874156786,toSortOffice
884,germany/sachsen2,7644126451,germany/baden-wuerttemberg2,268299475,toSortOffice
885,hungary2,3123802851,germany/niedersachsen1,1647860904,toSortOffice
886,belgium3,1297691931,germany/bayern3,10115337988,toSortOffice
887,poland/kujawsko-pomorskie1,1904281088,poland/podkarpackie1,1111598332,toSortOffice
888,germany/rheinland-pfalz|saarland1,6705018603,germany/sachsen2,279851652,toSortOffice
889,belgium3,1297691931,germany/nordrhein-westfalen1,2579228891,toSortOffice
890,germany/nordrhein-westfalen2,5013455326,switzerland|liechtenstein2,503595587,toSortOffice
891,germany/baden-wuerttemberg1,2898358924,belgium3,3334239293,toSortOffice
892,belgium3,1297691931,germany/nordrhein-westfalen2,675438518,toSortOffice
893,germany/hessen2,660208017,poland/pomorskie1,9566693913,toSortOffice
894,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45701751,poland/kujawsko-pomorskie1,11062111975,toSortOffice
895,germany/hessen2,12206971811,germany/nordrhein-westfalen2,456330537,toSortOffice
896,germany/rheinland-pfalz|saarland2,1555924429,poland/slaskie1,300535148,toSortOffice
897,austria3,117752453,poland/malopolskie1,11115145822,toSortOffice
898,austria5,1998489796,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10042506157,toSortOffice
899,poland/swietokrzyskie1,277608596,germany/niedersachsen2,79885292,toSortOffice
900,poland/pomorskie1,4578073915,germany/bayern1,1572781961,toSortOffice
901,poland/malopolskie1,11018375691,poland/pomorskie1,7204045579,toSortOffice
902,poland/mazowieckie1,9377178940,poland/mazowieckie1,8427014076,toSortOffice
903,czech-republic3,291134208,czech-republic4,266042994,toSortOffice
904,germany/nordrhein-westfalen2,1751730047,poland/kujawsko-pomorskie1,1840174915,toSortOffice
905,germany/hamburg|schleswig-holstein1,36446777,germany/nordrhein-westfalen2,264610558,toSortOffice
906,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,45569847,belgium1,1099827029,toSortOffice
907,germany/sachsen3,270993907,germany/thueringen1,8050841588,toSortOffice
908,germany/hessen1,9485043258,germany/hessen1,1835230281,toSortOffice
909,germany/bayern3,2880420146,germany/mecklenburg-vorpommern1,2804018651,toSortOffice
910,hungary5,653969150,germany/thueringen1,2871085299,toSortOffice
911,germany/nordrhein-westfalen1,1345925908,germany/niedersachsen3,291082272,toSortOffice
912,poland/mazowieckie1,2136251199,austria4,8384793216,toSortOffice
913,hungary1,15366426,germany/bayern2,1257900926,toSortOffice
914,germany/baden-wuerttemberg2,308765881,germany/nordrhein-westfalen1,1617721341,toSortOffice
915,poland/slaskie1,11417675087,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,47495592,toSortOffice
916,poland/kujawsko-pomorskie1,3234907318,belgium3,8860431255,toSortOffice
917,germany/hamburg|schleswig-holstein1,8717715701,belgium2,1504299294,toSortOffice
918,germany/nordrhein-westfalen3,7456910308,germany/niedersachsen3,105382993,toSortOffice
919,belgium3,1297691931,germany/hessen1,282133333,toSortOffice
920,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,963408501,switzerland|liechtenstein3,10771634339,toSortOffice
921,germany/brandenburg1,32255241,germany/bayern2,4264093222,toSortOffice
922,germany/hessen2,318125377,czech-republic3,4770879896,toSortOffice
923,germany/nordrhein-westfalen1,679990142,belgium3,4484121629,toSortOffice
924,poland/mazowieckie1,368129249,germany/nordrhein-westfalen1,268905719,toSortOffice
925,germany/nordrhein-westfalen3,10109160344,germany/bayern2,5235695337,toSortOffice
926,poland/wielkopolskie1,2878605602,germany/rheinland-pfalz|saarland1,1023275597,toSortOffice
927,germany/bayern1,1581015291,poland/wielkopolskie1,8561990909,toSortOffice
928,germany/nordrhein-westfalen2,8849683902,germany/nordrhein-westfalen2,320641573,toSortOffice
929,poland/zachodniopomorskie1,254063008,czech-republic1,11597685634,toSortOffice
930,germany/nordrhein-westfalen3,5331581389,germany/baden-wuerttemberg2,3163199683,toSortOffice
931,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,3516794703,poland/swietokrzyskie1,270599445,toSortOffice
932,hungary3,3078910582,germany/nordrhein-westfalen3,5102004930,toSortOffice
933,hungary3,245721064,germany/bayern2,288103836,toSortOffice
934,poland/mazowieckie1,3659199764,switzerland|liechtenstein2,1578699137,toSortOffice
935,belgium2,3464095221,austria4,34632739,toSortOffice
936,poland/malopolskie1,4071306591,poland/slaskie1,3252671014,toSortOffice
937,poland/lubelskie1,11191591676,germany/rheinland-pfalz|saarland2,1589263539,toSortOffice
938,germany/baden-wuerttemberg1,11608765214,germany/nordrhein-westfalen1,38455438,toSortOffice
939,switzerland|liechtenstein2,3257905682,hungary4,3086297133,toSortOffice
940,hungary5,26732536,germany/sachsen-anhalt1,57255761,toSortOffice
941,germany/hessen1,10241777181,poland/dolnoslaskie1,8904669435,toSortOffice
942,germany/sachsen-anhalt1,6331122410,czech-republic2,6601325881,toSortOffice
943,germany/bayern3,4199101350,germany/bayern1,12188621844,toSortOffice
944,germany/bayern3,280931458,germany/bayern2,443144657,toSortOffice
945,germany/niedersachsen3,164942382,poland/podlaskie1,5890173874,toSortOffice
946,slovakia2,3162451579,slovakia1,569954364,toSortOffice
947,poland/lodzkie1,1325378074,czech-republic3,297506229,toSortOffice
948,germany/nordrhein-westfalen2,1650937762,poland/mazowieckie1,11030863159,toSortOffice
949,austria3,2382962764,poland/slaskie1,1148954925,toSortOffice
950,germany/thueringen1,8061953408,czech-republic1,4557742103,toSortOffice
951,poland/dolnoslaskie1,573831710,germany/baden-wuerttemberg2,1192766973,toSortOffice
952,germany/rheinland-pfalz|saarland1,10058866362,netherlands/drenthe|friesland|groningen1,4818699559,toSortOffice
953,germany/sachsen2,266190547,poland/malopolskie1,10013330437,toSortOffice
954,hungary3,2940459576,germany/baden-wuerttemberg2,48958689,toSortOffice
955,poland/dolnoslaskie1,4032402657,germany/brandenburg1,1941954921,toSortOffice
956,netherlands/drenthe|friesland|groningen1,9588584226,hungary5,509286281,toSortOffice
957,poland/dolnoslaskie1,11305117396,germany/niedersachsen3,1989659152,toSortOffice
958,czech-republic3,1024114502,slovakia2,1286743914,toSortOffice
959,germany/rheinland-pfalz|saarland2,313689611,germany/nordrhein-westfalen3,7068945688,toSortOffice
960,germany/hessen2,2595635940,poland/pomorskie1,12211742917,toSortOffice
961,belgium3,1297691931,germany/hessen2,244134448,toSortOffice
962,germany/baden-wuerttemberg1,3763973348,germany/niedersachsen3,9907381330,toSortOffice
963,germany/bayern3,11767459104,germany/bayern3,254018918,toSortOffice
964,slovakia3,10761896419,germany/nordrhein-westfalen3,665240682,toSortOffice
965,germany/brandenburg1,4695296907,belgium2,3267278667,toSortOffice
966,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,47507307,germany/nordrhein-westfalen3,8860294935,toSortOffice
967,germany/baden-wuerttemberg1,1231499529,poland/slaskie1,7179869712,toSortOffice
968,germany/baden-wuerttemberg2,9509108605,czech-republic2,255144791,toSortOffice
969,czech-republic3,73974404,switzerland|liechtenstein2,3953296762,toSortOffice
970,austria3,4543320257,poland/podlaskie1,2476839010,toSortOffice
971,slovakia2,281377636,belgium2,10051673191,toSortOffice
972,germany/nordrhein-westfalen2,6820595608,germany/hamburg|schleswig-holstein1,283630225,toSortOffice
973,poland/mazowieckie1,9057292493,germany/niedersachsen3,298496088,toSortOffice
974,germany/thueringen1,2499285017,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,451722773,toSortOffice
975,austria5,10034881297,germany/hamburg|schleswig-holstein1,457324078,toSortOffice
976,germany/hamburg|schleswig-holstein1,469367031,belgium4,1057531326,toSortOffice
977,germany/hamburg|schleswig-holstein1,269939152,switzerland|liechtenstein2,5730016976,toSortOffice
978,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,7875932331,belgium3,3531912767,toSortOffice
979,poland/zachodniopomorskie1,10579365504,belgium2,1021103716,toSortOffice
980,poland/lubuskie1,27277700,germany/hessen2,3127864857,toSortOffice
981,poland/lodzkie1,5013368095,czech-republic5,4620132961,toSortOffice
982,germany/bayern1,21557310,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5262395609,toSortOffice
983,switzerland|liechtenstein1,320908598,germany/nordrhein-westfalen2,320635952,toSortOffice
984,poland/malopolskie1,5049269128,germany/sachsen3,2524179495,toSortOffice
985,switzerland|liechtenstein2,4724713888,germany/bayern2,1404608760,toSortOffice
986,poland/malopolskie1,639333506,germany/niedersachsen2,289525927,toSortOffice
987,germany/baden-wuerttemberg2,2454866470,germany/bayern1,7207715471,toSortOffice
988,switzerland|liechtenstein3,2392077034,germany/baden-wuerttemberg2,10315087303,toSortOffice
989,germany/niedersachsen3,5113436823,germany/bayern2,8202012465,toSortOffice
990,poland/wielkopolskie1,1832144166,luxembourg1,6074704887,toSortOffice
991,poland/wielkopolskie1,2145576977,germany/baden-wuerttemberg1,1829784842,toSortOffice
992,germany/nordrhein-westfalen3,7118044946,poland/podlaskie1,2750466409,toSortOffice
993,germany/niedersachsen1,2473375472,austria5,1088034127,toSortOffice
994,germany/nordrhein-westfalen1,442704348,germany/bayern2,7955026863,toSortOffice
995,germany/brandenburg1,11737261114,netherlands/drenthe|friesland|groningen1,1893451252,toSortOffice
996,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6275043315,germany/hamburg|schleswig-holstein1,1016474652,toSortOffice
997,germany/bayern3,3849517308,germany/bayern3,250126473,toSortOffice
998,poland/slaskie1,9944594347,poland/slaskie1,5303141165,toSortOffice
999,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,4036816542,germany/baden-wuerttemberg2,524649077,toSortOffice
1000,switzerland|liechtenstein3,32513972,poland/lodzkie1,11978236826,toSortOffice
1001,germany/nordrhein-westfalen1,7693554473,poland/kujawsko-pomorskie1,2981453798,toSortOffice
1002,germany/thueringen1,1882277435,poland/dolnoslaskie1,10099246032,toSortOffice
1003,germany/niedersachsen2,5485424184,germany/niedersachsen1,11931319996,toSortOffice
1004,switzerland|liechtenstein1,4396771766,germany/rheinland-pfalz|saarland2,1357774126,toSortOffice
1005,poland/swietokrzyskie1,417933995,czech-republic1,11056987610,toSortOffice
1006,czech-republic4,7837093077,germany/bayern3,3788237076,toSortOffice
1007,czech-republic2,364817461,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1491964063,toSortOffice
1008,germany/hessen2,3281752613,germany/nordrhein-westfalen2,12201312937,toSortOffice
1009,slovakia3,11518693531,czech-republic5,30593922,toSortOffice
1010,germany/nordrhein-westfalen1,12188588765,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,41941706,toSortOffice
1011,germany/bayern3,317323300,germany/niedersachsen2,9100791592,toSortOffice
1012,germany/nordrhein-westfalen3,2724355708,poland/swietokrzyskie1,1579007675,toSortOffice
1013,poland/slaskie1,10596630831,belgium2,247119007,toSortOffice
1014,germany/niedersachsen2,295183294,czech-republic4,9481711247,toSortOffice
1015,slovakia1,345265425,belgium3,1618374157,toSortOffice
1016,germany/nordrhein-westfalen1,3476245324,germany/bayern3,249212524,toSortOffice
1017,hungary5,5639352470,switzerland|liechtenstein2,4512735826,toSortOffice
1018,germany/rheinland-pfalz|saarland1,11944117658,belgium3,1411732134,toSortOffice
1019,poland/slaskie1,1947635708,germany/nordrhein-westfalen2,6707390295,toSortOffice
1020,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43813570,poland/dolnoslaskie1,1490826271,toSortOffice
1021,germany/nordrhein-westfalen2,4899862486,poland/slaskie1,2021447912,toSortOffice
1022,germany/niedersachsen1,452006275,germany/hessen2,2150330135,toSortOffice
1023,netherlands/drenthe|friesland|groningen1,48322095,belgium4,10578834887,toSortOffice
1024,germany/rheinland-pfalz|saarland2,11196678450,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,2957861305,toSortOffice
1025,hungary1,11950597444,germany/rheinland-pfalz|saarland1,7677301244,toSortOffice
1026,czech-republic2,298168015,germany/bayern2,3219802870,toSortOffice
1027,switzerland|liechtenstein1,8416737421,germany/nordrhein-westfalen3,9250086947,toSortOffice
1028,belgium2,3464095221,switzerland|liechtenstein1,282656431,toSortOffice
1029,austria2,320053660,poland/malopolskie1,708361221,toSortOffice
1030,hungary2,3265639465,hungary2,5614294131,toSortOffice
1031,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4525897337,germany/bayern1,7550321107,toSortOffice
1032,germany/bayern3,132362892,germany/sachsen3,7289639540,toSortOffice
1033,germany/baden-wuerttemberg1,303911197,germany/baden-wuerttemberg2,438152430,toSortOffice
1034,poland/podkarpackie1,1149521061,switzerland|liechtenstein1,2091621548,toSortOffice
1035,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43419384,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1401550788,toSortOffice
1036,poland/lodzkie1,11536256899,czech-republic5,255648339,toSortOffice
1037,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,41911159,poland/wielkopolskie1,5618256720,toSortOffice
1038,germany/nordrhein-westfalen2,6274933182,poland/podkarpackie1,10706698364,toSortOffice
1039,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4549851170,poland/podlaskie1,2700244946,toSortOffice
1040,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46716134,switzerland|liechtenstein1,6746340022,toSortOffice
1041,germany/rheinland-pfalz|saarland2,1555840502,germany/rheinland-pfalz|saarland1,3982783424,toSortOffice
1042,austria2,5859001081,germany/bayern1,2042798,toSortOffice
1043,poland/slaskie1,177606447,germany/niedersachsen2,1196597307,toSortOffice
1044,austria5,6572641597,belgium3,33327518,toSortOffice
1045,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1612261734,germany/nordrhein-westfalen1,7514180851,toSortOffice
1046,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,10036119608,poland/malopolskie1,294934115,toSortOffice
1047,slovakia1,6458602977,czech-republic1,11541051946,toSortOffice
1048,luxembourg1,255865094,austria2,245795264,toSortOffice
1049,germany/niedersachsen3,1832106649,germany/bayern1,2659169947,toSortOffice
1050,czech-republic3,1748871948,germany/niedersachsen3,3385553500,toSortOffice
1051,poland/malopolskie1,7530023594,belgium4,536774734,toSortOffice
1052,poland/podlaskie1,7128866535,czech-republic1,74137363,toSortOffice
1053,poland/mazowieckie1,9825246206,germany/nordrhein-westfalen3,9421510299,toSortOffice
1054,poland/malopolskie1,3734827446,poland/mazowieckie1,1998952862,toSortOffice
1055,belgium4,2091485044,germany/hessen1,3419950049,toSortOffice
1056,poland/zachodniopomorskie1,7320164792,poland/zachodniopomorskie1,9971795790,toSortOffice
1057,germany/baden-wuerttemberg1,1079309013,czech-republic3,73347707,toSortOffice
1058,germany/baden-wuerttemberg2,283560693,belgium1,1306594172,toSortOffice
1059,poland/pomorskie1,5503400962,belgium3,1077348675,toSortOffice
1060,austria4,1783105263,germany/sachsen-anhalt1,40889523,toSortOffice
1061,poland/swietokrzyskie1,4423578500,poland/dolnoslaskie1,5734115403,toSortOffice
1062,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,6329329000,poland/slaskie1,3653089074,toSortOffice
1063,switzerland|liechtenstein1,1103198395,austria4,33074682,toSortOffice
1064,germany/niedersachsen2,325268409,hungary1,15313879,toSortOffice
1065,germany/nordrhein-westfalen3,729058661,germany/hamburg|schleswig-holstein1,70887573,toSortOffice
1066,poland/kujawsko-pomorskie1,7167784442,germany/sachsen-anhalt1,118168377,toSortOffice
1067,austria2,1108252075,austria1,8060107377,toSortOffice
1068,austria3,3132038513,germany/niedersachsen1,3658663687,toSortOffice
1069,belgium3,1297691931,germany/nordrhein-westfalen2,269664785,toSortOffice
1070,germany/hamburg|schleswig-holstein1,7309329002,belgium4,790771972,toSortOffice
1071,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45814993,poland/zachodniopomorskie1,254705851,toSortOffice
1072,germany/brandenburg1,1693515927,belgium1,2691122598,toSortOffice
1073,poland/kujawsko-pomorskie1,2938274228,poland/podkarpackie1,326955009,toSortOffice
1074,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,8014529089,switzerland|liechtenstein1,3829978360,toSortOffice
1075,germany/sachsen2,5568214208,germany/niedersachsen1,11557698576,toSortOffice
1076,poland/lubelskie1,360228790,poland/kujawsko-pomorskie1,3739476177,toSortOffice
1077,slovakia1,2422732156,germany/baden-wuerttemberg1,7847278632,toSortOffice
1078,poland/lodzkie1,10207248113,poland/wielkopolskie1,6365651430,toSortOffice
1079,netherlands/drenthe|friesland|groningen1,48414382,germany/bayern2,11083162663,toSortOffice
1080,germany/hessen2,270932693,germany/sachsen1,4092552115,toSortOffice
1081,czech-republic3,31775516,hungary5,12075069408,toSortOffice
1082,germany/nordrhein-westfalen1,448022122,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42233989,toSortOffice
1083,czech-republic3,309966199,belgium1,1313830338,toSortOffice
1084,czech-republic3,74016466,germany/niedersachsen3,10200409239,toSortOffice
1085,czech-republic4,75038949,czech-republic2,5006435343,toSortOffice
1086,belgium3,1297691931,germany/nordrhein-westfalen2,8214318898,toSortOffice
1087,austria3,8490952517,belgium4,275675901,toSortOffice
1088,germany/brandenburg1,11329625823,germany/niedersachsen3,2090909466,toSortOffice
1089,poland/slaskie1,483536327,germany/hamburg|schleswig-holstein1,3610648904,toSortOffice
1090,hungary3,2368680828,hungary2,5922510063,toSortOffice
1091,poland/opolskie1,7296601533,netherlands/drenthe|friesland|groningen1,9604043991,toSortOffice
1092,germany/sachsen3,2773893010,germany/bayern1,6139460334,toSortOffice
1093,germany/niedersachsen3,269777922,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5328211521,toSortOffice
1094,czech-republic1,9501215854,germany/nordrhein-westfalen2,91786496,toSortOffice
1095,hungary1,6852973620,germany/hessen2,3773649500,toSortOffice
1096,belgium1,617377590,switzerland|liechtenstein3,11066955068,toSortOffice
1097,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5124251950,poland/lodzkie1,1830229205,toSortOffice
1098,switzerland|liechtenstein2,3217234671,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,3901380421,toSortOffice
1099,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10942151651,hungary1,994956380,toSortOffice
1100,poland/wielkopolskie1,1221523880,poland/mazowieckie1,2338936333,toSortOffice
1101,switzerland|liechtenstein1,1492265055,germany/sachsen2,1570874442,toSortOffice
1102,poland/malopolskie1,10711177667,czech-republic4,5812230510,toSortOffice
1103,germany/sachsen2,2616614982,poland/pomorskie1,9724921652,toSortOffice
1104,germany/bayern2,5235695337,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45000568,toSortOffice
1105,poland/malopolskie1,1864609985,czech-republic1,104853884,toSortOffice
1106,slovakia3,365608964,germany/nordrhein-westfalen1,1457825851,toSortOffice
1107,germany/baden-wuerttemberg2,248981355,germany/hessen1,267101756,toSortOffice
